cgpa,project_score,sports_score,internships,certifications,workshops,clubs,problemSolvingRank,extraPoints,coPoints,attendance,tier
9.35,238,423,0,2,5,3,2648,93,38,69,2
7.49,453,251,3,4,2,4,2772,13,48,98,2
9.5,370,1,1,5,4,0,1283,13,78,90,1
6.85,336,221,0,7,0,3,1897,46,97,79,2
7.3,86,188,1,7,3,2,1047,84,36,63,1
6.6,297,485,2,3,1,1,2131,80,13,71,2
8.48,292,477,3,3,2,1,1665,66,66,86,1
7.68,91,70,4,6,2,0,791,19,52,65,1
8.45,207,358,2,3,0,0,2049,98,7,95,2
9.05,203,332,2,7,4,4,2415,29,29,96,1
8.18,185,96,4,7,0,2,2053,53,100,81,1
8.51,84,231,4,5,1,1,2117,33,66,84,1
9.74,314,29,0,1,4,3,595,100,81,91,1
7.2,151,29,1,5,2,3,1836,5,68,72,2
7.44,155,214,2,1,2,1,909,95,0,72,2
8.87,292,172,0,4,3,2,2841,72,79,89,2
8.45,20,279,0,3,1,2,2636,96,85,88,2
6.71,160,467,2,4,2,3,2555,66,35,92,2
7.5,385,475,1,0,0,1,1262,90,100,90,2
7.87,484,439,4,4,2,3,285,95,56,90,1
7.68,338,210,2,2,0,4,1259,55,45,89,1
6.71,155,316,1,3,0,1,2423,100,43,73,2
9.7,142,496,4,7,5,2,2433,8,75,82,1
9.05,256,396,3,4,5,3,2850,87,100,95,2
7.93,106,124,2,1,5,0,1595,64,9,92,2
8.72,283,79,2,2,4,0,1249,80,98,87,1
9.59,49,183,1,4,4,4,449,79,7,99,1
6.54,34,14,0,4,2,0,1226,72,55,91,2
7.0,223,10,0,6,2,4,210,24,16,100,1
8.17,155,395,1,4,0,4,2741,15,55,85,2
9.2,392,341,2,7,4,2,322,47,74,63,1
6.15,407,88,2,5,2,2,2263,15,88,82,2
9.94,190,2,2,5,4,1,1283,26,52,73,1
7.82,387,23,3,5,1,3,2425,5,10,92,1
7.44,183,88,0,1,0,0,1241,4,84,64,2
7.17,236,8,3,4,5,3,525,35,25,69,1
6.7,296,475,2,5,4,3,522,45,55,68,1
9.17,322,45,0,0,2,4,1414,87,95,67,2
9.82,303,93,2,7,0,0,1477,38,80,72,1
7.65,341,70,2,0,3,2,1458,37,95,72,2
9.81,487,187,1,0,0,3,2471,41,73,61,2
9.3,57,138,0,4,1,4,939,87,82,81,2
7.92,38,9,2,2,0,2,341,81,5,93,1
8.7,240,2,4,6,5,4,379,68,72,96,1
7.74,24,18,4,6,5,3,1832,67,12,96,1
8.23,315,129,2,7,4,3,1249,34,78,71,1
6.23,495,400,1,1,4,3,317,21,91,64,1
8.79,116,220,2,0,2,0,527,68,64,92,1
6.21,341,129,4,0,2,0,906,98,72,81,1
9.27,369,436,0,5,0,3,513,44,61,87,1
9.3,239,399,1,2,5,0,2378,5,51,70,2
6.95,174,112,2,7,0,4,2028,76,49,96,2
7.29,481,137,4,0,5,4,28,67,78,82,1
7.93,444,451,0,1,0,1,1061,96,25,95,2
8.39,339,42,4,2,4,2,1883,100,24,70,1
7.15,227,217,1,3,4,4,1590,44,73,98,2
8.37,484,57,3,1,3,2,2679,97,31,82,2
7.19,486,112,2,1,3,1,395,72,36,72,1
6.22,252,187,0,4,3,1,725,78,97,82,2
6.01,410,121,1,3,2,2,293,48,46,73,1
6.4,379,407,1,3,4,3,2470,51,44,92,2
9.17,110,459,3,6,0,2,1273,83,60,76,1
9.85,240,84,3,2,0,4,970,49,70,74,1
7.71,223,105,2,0,3,2,1975,57,92,66,2
8.05,297,399,2,3,2,4,2604,14,54,97,2
6.59,51,355,1,2,2,4,1669,0,32,89,2
8.2,220,98,2,3,3,4,2303,73,100,87,2
6.58,488,8,2,5,0,3,1208,73,36,81,1
8.44,303,5,3,1,2,3,403,68,86,62,1
9.73,287,107,1,5,5,1,1039,58,93,60,1
6.78,151,448,4,3,5,0,2355,41,62,62,2
9.06,386,461,4,0,1,3,1177,80,86,95,1
6.09,117,151,0,2,5,3,204,12,19,91,2
7.5,410,393,3,0,3,1,993,67,16,73,1
6.44,456,337,0,4,0,1,67,19,38,94,1
7.41,423,236,1,0,1,1,1524,36,16,81,2
6.69,278,456,4,0,4,2,806,78,53,81,1
7.49,134,26,4,2,0,4,701,49,0,87,1
7.67,208,118,4,5,1,3,581,34,92,64,1
7.2,126,210,0,1,4,4,1070,22,25,80,2
8.63,292,99,2,5,2,0,103,94,1,64,1
9.68,6,2,0,3,0,1,751,78,44,64,2
7.6,221,293,4,3,0,0,624,14,50,82,1
6.77,76,456,3,6,2,1,2876,27,98,62,2
7.08,337,329,3,2,0,1,919,91,11,62,1
9.42,350,328,0,2,3,0,1427,11,9,68,2
8.29,277,16,0,5,1,4,1493,88,12,68,2
7.82,333,105,1,6,4,0,1346,31,38,85,1
6.6,337,229,0,1,4,2,1141,100,24,70,2
7.8,226,303,0,1,1,3,821,4,36,100,2
7.11,400,176,4,4,3,3,2697,56,53,91,1
9.77,274,426,2,3,0,4,2719,30,55,78,2
9.54,350,83,4,3,2,4,2400,30,63,88,1
6.34,294,262,2,6,2,4,1400,27,69,81,1
8.07,116,195,4,4,0,0,586,76,63,66,1
6.9,291,248,4,2,5,0,2980,92,26,88,2
7.64,270,381,1,6,4,0,409,39,77,73,1
9.51,446,457,2,3,1,1,1921,52,53,76,1
8.11,156,148,4,0,1,0,2774,27,26,98,2
7.34,59,205,4,2,4,3,901,35,85,71,1
6.83,183,408,2,6,1,3,161,76,99,86,1
9.2,423,80,1,2,4,1,949,35,6,68,1
8.5,143,188,2,1,3,0,1725,82,44,72,2
7.87,160,411,1,7,0,0,1955,50,69,62,2
6.87,88,205,1,5,4,2,931,80,30,75,2
7.34,15,307,3,6,3,2,595,40,80,92,1
9.84,413,268,1,4,4,3,139,52,70,64,1
8.08,248,289,3,5,3,4,2282,58,12,82,1
7.6,97,382,0,5,3,3,540,62,21,98,2
8.09,449,360,1,2,3,1,2186,77,14,94,2
9.12,103,450,2,1,0,0,803,78,42,74,1
7.36,299,387,3,0,4,2,133,48,94,96,1
6.71,234,299,0,0,5,3,2718,59,74,75,3
8.34,421,381,0,3,4,1,2386,30,84,64,2
8.66,306,254,1,7,4,4,1517,83,0,99,1
8.85,443,398,2,4,3,3,1857,2,42,75,1
9.53,273,467,1,4,1,0,1732,38,86,63,1
7.48,260,7,4,1,1,0,2238,37,62,68,2
6.3,238,113,0,3,4,2,1386,39,28,72,2
9.83,423,4,4,5,1,1,624,29,64,82,1
7.74,261,449,4,4,5,4,2901,71,91,63,2
8.49,331,475,3,3,1,4,494,23,38,83,1
8.67,114,341,4,1,1,1,274,20,7,88,1
8.19,267,72,0,3,3,2,1630,63,51,90,2
6.82,11,347,0,6,4,0,521,50,34,70,2
9.02,72,120,2,2,5,4,1716,27,48,61,2
9.22,361,301,1,2,5,1,2843,51,22,90,2
8.21,405,448,2,2,4,2,2405,86,81,72,2
7.95,304,371,2,2,5,0,2722,7,51,90,2
6.46,177,483,1,7,2,1,438,72,83,83,1
6.34,463,368,0,0,2,2,1035,36,7,70,2
7.36,259,233,3,5,1,3,2295,57,33,71,2
7.24,433,65,4,0,4,1,1474,77,82,73,1
9.81,258,229,3,4,1,4,287,51,80,83,1
9.13,399,409,4,0,3,1,940,19,55,94,1
8.64,269,30,1,5,4,0,56,94,63,66,1
8.07,319,306,1,6,5,1,345,11,90,77,1
6.67,119,296,2,3,3,0,147,82,81,86,1
9.91,168,50,1,3,3,2,2336,99,0,85,2
7.5,485,146,4,0,4,3,420,87,95,74,1
6.43,67,94,3,3,1,0,583,7,83,94,1
7.98,58,328,3,5,2,2,2733,85,67,78,2
9.5,129,386,3,4,1,2,257,27,39,65,1
9.55,374,37,3,1,2,3,2849,91,28,97,2
6.04,265,197,2,0,0,4,121,19,4,87,1
9.55,74,240,3,2,2,4,2238,34,35,63,2
7.09,486,172,4,3,4,1,844,22,24,95,1
6.16,89,492,2,3,2,4,19,26,69,100,1
9.39,356,255,2,1,0,1,2447,69,76,74,2
9.46,153,454,2,7,5,0,2832,81,80,64,2
8.38,387,40,1,4,5,0,2972,61,29,68,2
8.3,217,408,2,6,2,1,1995,57,38,83,1
9.25,485,472,4,3,1,3,2843,100,75,69,1
9.15,27,433,3,2,2,3,1745,31,23,93,2
9.56,129,128,1,1,4,4,1959,98,3,97,2
8.21,65,53,3,6,4,0,653,45,2,69,1
9.87,143,85,0,7,3,0,496,18,77,89,1
9.98,379,211,1,3,1,3,589,88,30,76,1
6.47,312,268,4,5,1,2,328,8,16,61,1
9.4,406,295,1,5,2,3,25,64,58,84,1
8.0,406,20,2,2,2,3,681,5,62,91,1
7.55,460,214,1,6,4,2,1294,81,7,90,1
8.45,276,424,2,5,3,4,2603,36,24,63,2
6.22,102,188,3,3,0,1,2004,79,10,65,2
8.03,408,160,1,2,2,4,2516,74,89,97,2
9.48,313,200,1,5,1,2,298,81,25,89,1
6.85,36,28,4,6,5,2,923,44,29,92,1
7.71,248,380,0,1,2,4,33,21,61,93,2
9.76,432,243,1,7,3,1,927,76,9,68,1
7.71,460,182,3,6,1,4,2704,42,90,63,1
7.43,398,31,2,6,5,0,647,44,8,83,1
7.76,155,266,3,4,5,0,2424,72,89,74,2
8.08,450,435,4,0,3,0,1552,54,67,92,1
8.53,470,35,1,7,1,1,350,96,4,79,1
9.2,131,92,0,5,2,1,275,69,100,74,1
7.81,46,367,0,0,3,2,2550,92,15,99,3
9.27,433,158,1,4,4,3,2929,94,76,79,2
8.13,443,397,0,3,1,1,1260,33,1,74,2
7.35,445,446,3,1,3,3,1873,58,17,74,1
8.63,194,179,2,7,3,0,1601,81,90,65,1
8.87,102,437,1,2,0,0,277,82,36,91,1
8.23,327,372,2,6,0,3,737,55,100,75,1
6.23,170,305,0,1,5,4,183,54,48,60,2
6.68,88,472,4,4,2,2,523,79,8,75,1
7.14,245,378,2,3,4,2,611,83,65,95,1
7.13,57,437,4,3,4,4,1444,77,29,68,1
8.69,104,217,3,6,3,3,39,50,54,76,1
6.07,179,469,4,7,3,3,562,41,17,97,1
9.02,459,328,2,4,5,1,2844,67,39,90,2
7.06,68,352,2,1,3,0,2068,15,37,99,2
7.24,480,342,1,7,1,0,1703,23,12,69,1
8.11,301,226,4,0,2,3,491,32,87,100,1
6.86,152,211,3,1,2,1,1433,33,25,67,2
9.54,24,352,1,7,0,1,1919,76,30,86,2
6.34,376,162,1,7,5,2,1789,41,54,89,2
7.78,34,365,3,5,3,2,1736,81,63,77,2
9.4,444,157,1,3,3,3,212,88,74,80,1
8.46,14,109,3,7,1,2,2928,95,7,67,2
7.17,105,54,0,3,3,1,2930,32,95,76,3
7.68,217,349,1,6,3,4,1324,91,88,75,1
8.83,383,213,2,5,2,0,2985,35,84,98,2
9.89,73,364,0,6,3,3,2644,15,30,88,2
9.57,343,384,1,5,5,2,1273,37,82,85,1
7.37,418,14,3,6,1,2,373,1,13,73,1
9.99,284,152,0,7,1,1,461,1,56,92,1
6.01,37,19,0,4,4,2,1062,53,87,98,2
6.11,196,454,2,1,4,0,1494,12,77,81,2
9.3,279,399,1,0,0,3,2172,9,75,63,2
6.8,274,51,1,1,1,2,1322,67,15,84,2
6.24,173,342,3,5,5,4,1099,28,94,91,1
6.95,304,468,0,3,1,4,1230,13,29,90,2
7.7,43,320,2,1,5,3,1680,36,21,89,2
8.92,456,366,3,3,5,4,2087,94,49,79,1
8.5,153,83,3,3,2,4,1500,43,98,93,1
6.95,152,366,2,7,4,2,1128,27,16,63,1
8.01,290,466,1,2,5,4,1482,92,38,95,2
9.7,497,325,2,6,0,2,2862,73,87,68,1
9.26,419,485,1,7,2,0,1556,26,41,98,1
7.29,141,223,4,0,5,1,1371,62,89,91,2
9.93,255,128,0,4,2,2,854,0,22,86,1
8.83,311,349,2,5,4,1,2336,2,68,64,1
6.25,133,381,3,0,2,2,2679,11,63,91,2
6.14,31,15,1,1,4,2,177,61,8,87,2
6.67,25,410,0,5,1,3,303,25,97,79,2
8.91,398,273,0,5,1,2,2053,91,100,95,2
6.73,254,76,2,2,4,4,1982,18,7,81,2
8.05,432,299,3,3,5,4,2551,51,63,95,1
6.37,222,305,2,0,3,2,777,97,39,97,2
9.68,55,91,3,3,3,0,455,21,14,85,1
7.38,292,457,4,3,0,4,2706,36,89,64,2
9.63,124,269,2,2,3,1,1966,30,88,79,2
9.78,229,51,1,5,0,0,1265,28,81,63,1
6.02,52,348,2,7,4,1,728,27,11,79,1
7.86,441,120,2,5,5,2,2554,36,15,84,2
6.1,100,458,4,6,4,2,1745,52,27,90,1
9.63,466,49,4,7,4,2,2641,59,59,100,1
8.07,333,378,2,0,0,4,2284,66,27,70,2
6.3,291,474,3,7,2,0,1557,86,23,71,1
6.44,356,491,4,2,0,1,2851,88,2,69,2
7.53,266,272,4,6,5,3,1210,85,22,79,1
9.76,282,379,3,3,5,0,1914,36,81,95,1
8.77,1,119,0,0,2,1,1841,36,97,84,2
9.47,21,386,4,5,1,3,1762,46,89,87,1
7.47,65,445,4,3,1,0,2253,12,49,92,2
6.17,211,94,3,3,2,0,2190,42,60,90,2
9.9,235,148,3,0,5,2,1604,85,2,68,1
6.07,367,288,2,4,2,0,382,48,33,76,1
9.79,16,256,2,2,3,1,2008,86,28,71,2
7.47,387,453,0,1,2,2,2182,33,85,94,2
6.04,13,370,0,5,2,0,2452,82,90,90,3
8.76,6,183,0,3,4,2,2912,20,44,78,3
9.92,334,259,1,5,0,3,2062,71,91,60,1
9.86,221,149,3,2,2,1,373,61,23,71,1
6.64,399,204,4,2,4,3,1201,61,83,87,1
6.72,103,441,3,0,2,1,1287,72,36,72,2
8.26,449,171,3,0,3,4,2787,24,33,62,2
8.55,402,312,0,6,2,3,2738,48,90,74,2
8.96,0,221,3,0,2,4,2190,11,48,65,2
6.72,286,167,1,2,4,2,532,17,79,86,2
9.84,383,243,4,0,2,3,2268,36,20,62,1
8.55,246,217,0,7,4,0,1933,26,14,67,2
9.39,387,55,2,1,0,1,313,18,12,68,1
8.16,90,62,4,2,4,0,2297,37,15,96,2
7.66,313,102,2,0,5,0,177,50,60,82,1
9.91,311,372,2,6,0,2,1772,50,28,77,1
8.33,436,166,3,3,5,2,455,60,56,78,1
9.47,472,6,4,2,2,0,949,68,35,75,1
9.81,213,141,1,4,0,0,1972,30,43,99,2
8.7,42,124,3,4,1,0,1889,10,14,66,1
8.2,73,89,2,2,5,1,1454,73,10,70,2
6.01,241,401,4,2,1,2,1851,11,10,99,2
6.16,480,310,3,4,4,3,1545,70,27,64,1
6.8,48,370,4,3,3,2,1077,47,80,72,1
6.74,367,439,0,3,2,0,1627,97,64,91,2
7.02,363,215,1,3,5,3,2319,27,83,78,2
7.22,315,440,1,1,1,3,2786,15,58,60,2
7.44,221,122,1,5,3,3,2898,20,51,67,2
7.68,349,371,2,5,4,2,2366,27,98,76,2
6.4,143,185,2,6,0,0,1237,43,58,64,2
6.17,328,370,1,1,2,0,2868,81,13,71,3
8.7,208,152,4,6,5,4,164,100,34,100,1
8.15,98,248,0,3,0,1,2746,25,2,99,2
7.78,187,113,2,4,2,2,2274,48,63,86,2
8.54,113,95,3,1,1,4,421,43,94,64,1
9.31,174,197,3,0,3,4,412,31,38,77,1
7.71,270,335,2,5,4,4,1276,38,100,65,1
8.56,62,2,1,1,2,2,1182,41,95,100,2
9.81,495,148,4,4,1,1,1567,60,70,66,1
9.36,283,415,0,7,5,3,2056,73,66,98,2
7.7,403,385,3,7,4,1,2022,0,88,77,1
8.58,224,110,2,7,2,1,1123,27,93,93,1
6.71,446,19,4,4,1,0,967,48,92,82,1
8.24,160,202,1,2,4,4,850,63,16,86,2
9.93,35,370,0,4,0,4,1968,0,20,62,2
8.07,380,401,0,6,3,3,2276,35,15,68,2
9.71,140,181,3,3,3,0,2234,22,49,95,1
7.63,317,330,3,6,5,3,2133,55,24,93,1
10.0,195,226,2,7,5,2,1796,13,41,85,1
8.32,150,291,0,7,0,0,608,71,86,93,1
6.17,455,357,1,7,3,4,1616,35,92,99,1
8.35,268,75,1,7,3,3,1298,59,6,74,1
7.1,343,316,2,4,2,0,2018,63,3,92,2
6.13,39,315,0,1,1,0,1814,50,59,63,3
9.28,237,222,3,1,0,1,283,6,66,89,1
7.1,413,372,1,1,5,0,2080,57,45,75,2
9.19,379,35,4,4,1,0,1479,73,60,65,1
7.15,221,477,2,7,3,4,2856,92,69,86,2
6.78,280,427,1,7,1,2,2918,16,0,71,2
9.9,224,323,4,3,4,3,1260,20,98,89,1
7.45,456,449,4,5,0,2,957,75,30,91,1
8.41,153,299,1,3,0,0,1256,51,72,100,2
8.44,279,332,2,2,0,4,2890,90,99,83,2
8.24,352,89,4,0,2,4,164,0,90,87,1
9.66,38,28,4,7,1,4,2314,12,30,93,1
8.7,216,175,0,7,1,4,2931,51,36,81,2
7.61,243,419,0,3,5,1,131,58,90,76,1
9.45,108,219,0,6,2,0,1100,51,13,73,1
6.72,462,135,4,7,0,1,1248,92,87,74,1
8.18,60,388,4,5,2,1,1599,49,66,74,1
9.8,488,351,2,7,2,0,2419,57,39,67,1
8.5,495,477,3,5,3,4,350,39,8,73,1
9.27,432,461,0,1,0,3,906,72,44,60,1
8.61,424,174,3,7,5,4,1958,45,22,60,1
9.36,197,125,0,2,4,4,20,4,21,76,1
9.78,275,170,0,5,5,1,1887,99,30,96,2
7.09,171,393,2,3,3,2,403,99,49,72,1
6.68,271,265,2,3,0,4,2027,100,62,73,2
7.94,404,133,1,6,0,0,426,77,58,75,1
8.81,270,271,0,7,0,0,790,23,82,100,1
6.91,422,443,0,0,1,0,1652,81,31,81,2
6.02,41,25,0,0,0,1,2542,51,61,80,3
7.37,188,276,2,0,0,3,332,51,11,97,1
9.88,259,99,0,3,4,3,2321,76,5,94,2
8.78,151,441,1,5,0,3,362,32,31,78,1
7.61,130,424,4,6,2,4,2060,52,7,73,1
6.77,113,361,1,3,0,4,1631,11,34,84,2
7.42,384,29,4,1,0,2,2879,20,78,73,2
6.68,221,132,2,7,5,2,2888,30,91,60,2
6.43,396,393,3,4,0,2,2258,31,57,97,2
9.63,53,495,2,0,1,1,2075,52,21,76,2
9.99,337,350,3,1,3,3,2496,97,58,81,1
6.66,295,138,4,1,1,4,2165,12,45,85,2
6.22,382,485,3,5,4,2,1599,28,94,63,1
7.32,394,190,4,2,5,1,427,93,8,99,1
7.85,41,390,3,1,5,2,2246,93,42,99,2
6.82,92,186,4,0,4,4,156,8,2,68,1
7.21,259,139,3,4,2,2,1150,69,63,86,1
6.8,280,319,4,6,2,1,402,46,72,84,1
9.1,355,378,1,7,4,1,2029,3,66,96,1
8.85,419,236,0,1,3,2,619,78,82,70,1
8.54,191,368,1,6,5,4,2542,74,67,63,2
7.55,124,296,2,3,3,1,825,30,5,72,1
9.64,427,443,3,3,4,3,2058,61,75,91,1
9.88,295,199,4,1,0,1,1563,27,97,79,1
6.69,347,283,1,0,1,0,2322,37,90,76,2
6.89,428,378,1,5,1,2,2345,47,72,82,2
8.1,391,79,4,5,0,3,565,35,27,63,1
6.37,340,446,3,4,3,4,13,51,41,81,1
7.75,34,500,2,4,1,3,2711,73,87,98,2
8.33,427,258,2,0,1,1,1320,93,21,91,1
8.09,401,100,2,3,2,1,1771,14,61,81,1
7.32,46,31,4,3,3,0,2600,0,100,70,2
8.17,152,276,1,5,4,3,2354,75,97,61,2
9.84,237,120,2,6,4,1,2680,52,26,84,1
6.82,424,54,1,5,0,4,2417,93,27,75,2
8.62,4,492,2,2,1,4,1565,68,75,89,2
6.17,447,17,2,1,4,3,2634,88,17,96,2
6.27,445,308,3,5,0,3,2678,59,97,71,2
8.21,124,367,4,1,2,0,2782,23,5,91,2
6.42,366,120,3,7,3,3,1174,86,27,61,1
6.09,327,109,1,5,1,4,2746,30,64,92,2
6.69,86,330,1,6,1,3,1247,44,82,63,2
8.26,2,60,4,3,0,1,2346,26,17,67,2
8.81,491,433,2,1,1,1,2071,18,79,87,1
6.81,164,263,4,0,3,3,1988,100,48,70,2
8.67,222,267,2,7,4,2,1512,11,3,79,1
6.73,348,434,0,4,0,3,2818,86,93,93,2
8.45,296,499,0,5,3,0,718,49,80,72,1
7.65,403,449,4,2,1,4,375,81,23,75,1
8.62,450,296,0,0,4,4,410,11,11,60,1
9.98,342,405,0,0,3,3,2966,20,74,69,2
9.75,423,126,1,7,4,2,2350,56,95,72,1
6.02,340,136,2,0,4,4,360,18,72,92,1
9.54,460,77,0,1,0,2,2276,16,10,76,2
6.27,391,206,3,7,1,4,715,58,79,99,1
9.81,388,394,1,4,2,1,878,38,9,75,1
7.13,24,396,2,6,2,0,2551,72,14,75,2
7.53,38,183,1,7,2,4,2748,53,60,60,2
6.37,420,411,3,6,3,3,2384,61,94,80,1
6.45,380,88,2,2,2,1,1514,5,18,83,2
8.91,104,319,4,3,5,2,399,19,6,79,1
9.78,4,228,4,0,5,0,1256,7,60,73,1
8.44,135,63,1,0,1,2,303,17,67,60,2
8.86,491,325,4,6,2,2,1152,85,82,81,1
9.05,3,54,2,0,4,4,1363,57,74,66,2
7.05,168,292,3,3,5,1,316,54,61,96,1
6.18,315,416,3,6,4,0,1608,81,98,91,1
6.01,309,280,4,5,4,1,895,20,67,63,1
7.4,405,369,0,1,2,1,2297,19,81,75,2
6.97,77,278,0,1,1,4,1938,64,78,76,3
6.25,18,187,0,4,1,2,293,29,64,89,2
6.72,204,439,4,1,2,1,368,21,18,93,1
6.5,354,190,4,1,1,2,792,8,97,99,1
9.66,323,391,4,2,5,1,593,52,94,66,1
6.56,32,272,2,7,2,0,2703,92,58,79,2
8.15,149,94,0,2,1,3,1944,81,81,92,2
8.37,192,89,1,6,0,3,2907,91,79,95,2
8.17,138,246,2,1,0,3,190,72,90,71,1
6.4,271,440,2,2,1,4,1777,5,80,74,2
7.28,195,74,4,5,4,4,2804,85,18,74,2
6.21,126,61,4,4,5,2,447,37,22,79,1
7.58,348,221,2,1,0,4,780,65,42,76,1
6.75,230,266,4,7,5,3,99,100,67,88,1
8.25,43,450,0,2,3,4,348,6,78,83,2
8.77,229,423,2,3,5,3,1802,95,6,100,2
8.13,215,423,2,7,2,1,439,31,45,74,1
7.74,243,120,2,2,3,3,1069,87,88,71,1
7.55,8,311,4,2,1,3,348,46,45,78,1
9.37,249,308,2,6,1,0,1061,71,88,72,1
6.88,199,340,1,3,4,0,2953,30,30,92,2
8.94,333,482,1,4,0,0,1636,36,77,89,1
9.03,78,27,0,3,5,0,2403,53,11,66,2
7.68,244,341,2,4,0,3,1899,19,21,77,2
7.19,189,425,2,5,5,2,1464,71,64,84,2
7.88,85,370,4,6,3,0,1713,70,28,71,1
6.37,484,301,3,3,0,4,954,28,68,93,1
6.18,270,273,3,4,1,4,764,33,82,80,1
6.45,261,22,2,4,4,4,1589,21,85,66,2
6.75,0,409,0,0,2,3,1897,69,53,89,3
8.02,19,98,1,6,3,1,1510,75,13,75,2
9.4,488,284,2,0,5,1,2175,53,79,98,1
6.94,419,307,2,2,3,0,2956,41,5,81,2
9.74,129,109,0,3,2,4,2291,45,91,75,2
9.82,325,202,0,4,1,0,2901,27,64,64,2
9.84,257,105,3,0,3,3,1053,89,69,68,1
9.35,130,45,2,2,0,4,2276,72,1,87,2
7.46,6,256,2,2,0,0,1765,48,59,90,2
6.29,339,446,4,7,0,2,1524,26,28,79,1
8.28,240,143,1,2,4,3,696,38,68,77,1
8.23,191,24,4,7,2,3,2537,91,98,76,1
9.4,424,61,4,7,1,3,663,95,31,89,1
9.98,309,229,1,0,0,2,772,97,78,95,1
8.03,296,81,2,5,0,1,2528,55,58,73,2
7.38,114,335,3,1,4,1,1296,95,9,84,2
6.74,388,210,1,6,0,2,2372,73,81,99,2
6.02,472,399,0,6,5,1,988,34,30,63,1
8.04,101,196,2,5,4,2,2582,17,17,61,2
8.22,337,346,1,7,5,0,2056,36,43,89,1
9.3,318,491,1,5,2,2,2791,23,69,85,2
8.02,0,197,1,7,3,1,2398,23,96,70,2
9.67,24,376,3,7,0,2,2162,29,58,65,1
8.51,208,161,4,2,0,2,1717,26,61,97,1
9.36,429,207,4,6,2,4,1882,29,4,78,1
6.59,142,308,1,6,3,2,426,3,19,78,1
9.42,196,406,1,1,4,1,123,26,25,70,1
8.7,144,426,4,1,3,3,54,66,16,65,1
6.68,148,43,3,1,0,0,1913,5,41,88,2
6.76,180,287,2,7,2,2,1433,6,40,73,1
9.71,54,490,4,2,5,1,2146,84,13,69,1
6.13,470,278,1,4,1,1,1115,70,81,96,1
7.85,362,403,3,1,2,4,499,1,26,85,1
7.25,137,274,3,0,4,1,1546,72,94,100,2
8.66,208,220,1,0,4,3,242,66,54,90,1
9.36,184,455,0,1,0,1,965,14,14,95,2
7.44,64,284,3,1,2,3,396,48,32,69,1
7.71,36,145,4,1,1,0,2312,34,79,85,2
9.93,111,68,0,6,2,2,344,84,74,69,1
9.14,262,139,2,0,4,0,1793,16,1,79,2
9.59,75,9,4,3,2,2,793,69,76,80,1
7.76,295,110,1,4,0,0,2861,14,66,77,2
6.94,177,36,0,3,4,3,175,11,83,71,2
7.65,253,80,4,0,2,2,779,32,1,72,1
8.86,0,95,3,0,2,2,1214,9,86,63,2
6.44,147,54,1,2,0,0,2263,69,23,86,2
7.08,363,131,0,3,0,4,40,41,26,68,1
6.19,158,222,3,1,2,4,1095,32,21,87,2
7.73,323,383,1,5,1,0,2413,12,64,70,2
9.31,473,62,1,6,4,1,2192,65,30,69,1
6.1,267,473,0,1,2,0,694,17,12,86,2
8.7,149,11,0,0,0,3,1407,80,100,87,2
9.73,128,145,0,2,4,3,2976,97,20,69,2
6.95,125,263,4,3,0,1,2776,7,52,87,2
8.77,0,31,1,2,4,4,702,55,39,99,2
9.9,386,467,2,4,2,3,356,92,26,62,1
9.85,116,48,3,2,5,3,1287,5,100,74,1
6.94,459,359,0,4,5,2,2908,78,83,92,2
6.4,148,446,1,6,3,2,807,94,39,76,2
6.59,268,460,3,3,5,1,1101,44,99,86,1
8.81,188,186,2,7,3,3,1587,29,44,95,1
8.9,140,342,3,1,4,0,1493,83,53,82,1
8.7,500,450,2,4,0,4,1148,25,83,100,1
7.34,104,98,0,1,0,1,1148,19,59,87,2
6.68,465,166,4,6,0,0,1703,55,63,86,1
8.32,251,305,2,6,2,0,717,23,35,78,1
7.93,416,212,0,2,4,1,524,59,38,69,1
8.92,389,198,3,2,2,1,1352,39,0,73,1
7.77,280,245,3,7,3,3,496,47,47,77,1
7.35,406,153,3,6,3,4,1131,15,71,60,1
7.17,343,406,4,3,0,3,1380,57,65,61,1
6.85,100,95,1,1,0,0,565,67,22,77,2
7.06,281,62,2,3,4,3,1213,97,60,97,1
6.38,387,193,1,7,3,3,236,66,52,83,1
7.39,357,422,3,4,4,4,23,66,84,80,1
6.15,162,321,4,2,3,2,2018,62,34,73,2
6.75,496,358,0,2,1,4,2039,37,64,92,2
8.99,202,301,4,2,4,3,742,64,19,99,1
7.3,99,398,1,5,1,2,285,11,58,71,1
8.67,280,271,3,2,2,0,2712,82,51,76,2
8.87,403,375,2,6,3,4,848,98,46,93,1
8.32,256,89,4,2,1,1,193,68,48,84,1
9.83,93,327,1,4,2,0,883,42,1,90,1
6.09,323,271,1,7,4,2,926,50,15,63,1
8.95,278,84,0,4,1,0,2084,38,23,84,2
9.84,226,294,2,6,1,1,1578,73,95,95,1
9.45,361,394,1,3,2,1,746,9,92,93,1
6.67,149,471,2,0,1,4,2432,100,4,93,2
7.31,350,35,3,2,2,4,2471,35,11,92,2
6.69,61,17,4,2,5,3,2208,98,66,96,2
8.41,128,406,1,0,3,3,698,88,65,97,2
8.85,186,76,3,7,3,0,2976,48,37,81,1
7.27,67,48,0,3,3,1,765,50,59,71,2
8.16,402,491,2,4,1,0,2892,57,94,62,2
8.76,29,497,3,2,1,2,266,94,69,63,1
